,date,country,market_volume
0,2021-04-21,DE,458132.64593962673
1,2021-04-22,DE,432034.69443886477
2,2021-04-23,DE,427840.1748161004
3,2021-04-24,DE,524225.85975653876
4,2021-04-25,DE,487709.91449556913
5,2021-04-26,DE,390965.65173202404
6,2021-04-27,DE,357700.21745800425
7,2021-04-28,DE,390987.9175202341
8,2021-04-29,DE,346307.1323509993
9,2021-04-30,DE,443598.4491414008
10,2021-05-01,DE,452173.4866446581
11,2021-05-02,DE,431238.9510882875
12,2021-05-03,DE,345616.5813271445
13,2021-05-04,DE,410701.05076485133
14,2021-05-05,DE,396889.63858839474
15,2021-05-06,DE,393574.3125246933
16,2021-05-07,DE,439839.4357263927
17,2021-05-08,DE,593964.2538689708
18,2021-05-09,DE,395439.8035401859
19,2021-05-10,DE,309929.10409478715
20,2021-05-11,DE,320850.6514262089
21,2021-05-12,DE,298182.9860938234
22,2021-05-13,DE,332455.15504347626
23,2021-05-14,DE,364208.3580773386
24,2021-05-15,DE,335784.31760963827
25,2021-05-16,DE,354417.85588400316
26,2021-05-17,DE,252924.79547242232
27,2021-05-18,DE,312745.6270153787
28,2021-05-19,DE,195641.73758885704
29,2021-05-20,DE,193092.69421169258
30,2021-05-21,DE,236761.18599970147
31,2021-05-22,DE,385648.0825705494
32,2021-05-23,DE,307654.354304242
33,2021-05-24,DE,320283.35655270016
34,2021-05-25,DE,272189.00039087865
35,2021-05-26,DE,336185.9480563966
36,2021-05-27,DE,495813.7949706025
37,2021-05-28,DE,507911.4645567538
38,2021-05-29,DE,472217.78233111673
39,2021-05-30,DE,376889.4598809901
40,2021-05-31,DE,280142.47275320126
41,2021-06-01,DE,351998.72423250583
42,2021-06-02,DE,292970.09664966434
43,2021-06-03,DE,201855.9656360449
44,2021-06-04,DE,392866.52288803516
45,2021-06-05,DE,252028.56758165226
46,2021-06-06,DE,244081.53814242277
47,2021-06-07,DE,183731.6655722873
48,2021-06-08,DE,299145.4696172423
49,2021-06-09,DE,289131.62439739384
50,2021-06-10,DE,258832.40677654222
51,2021-06-11,DE,367127.3877224823
52,2021-06-12,DE,351466.8115168847
53,2021-06-13,DE,297951.1895494836
54,2021-06-14,DE,217091.92685610632
55,2021-06-15,DE,213844.36675894767
56,2021-06-16,DE,225573.9295764299
57,2021-06-17,DE,156035.3351396104
58,2021-06-18,DE,223937.72304384602
59,2021-06-19,DE,235912.64810875678
60,2021-06-20,DE,299039.30463914433
61,2021-06-21,DE,202492.897382561
62,2021-06-22,DE,186377.1512050618
63,2021-06-23,DE,167714.2922157217
64,2021-06-24,DE,193340.35841477005
65,2021-06-25,DE,268310.9239688735
66,2021-06-26,DE,398365.55656020925
67,2021-06-27,DE,393956.00480291597
68,2021-06-28,DE,359945.6451103628
69,2021-06-29,DE,384585.91810263414
70,2021-06-30,DE,289569.4338730458
71,2021-07-01,DE,274208.4202470132
72,2021-07-02,DE,283803.5001875077
73,2021-07-03,DE,259235.77236641978
74,2021-07-04,DE,321105.55995265825
75,2021-07-05,DE,268684.33630024875
76,2021-07-06,DE,235188.32689901942
77,2021-07-07,DE,234291.58608507414
78,2021-07-08,DE,403616.5846283305
79,2021-07-09,DE,357774.44280084537
80,2021-07-10,DE,475227.05854986113
81,2021-07-11,DE,306481.645906066
82,2021-07-12,DE,244852.01409945267
83,2021-07-13,DE,284032.5496756522
84,2021-07-14,DE,299864.8719683921
85,2021-07-15,DE,234941.72800483723
86,2021-07-16,DE,287389.8921008796
87,2021-07-17,DE,412437.84599914274
88,2021-07-18,DE,509866.8484856993
89,2021-07-19,DE,289823.6947919792
90,2021-07-20,DE,337224.40933490865
91,2021-07-21,DE,421454.94049131445
92,2021-07-22,DE,417150.05077104317
93,2021-07-23,DE,695266.7356366381
94,2021-07-24,DE,594399.746428346
95,2021-07-25,DE,428000.2337807746
96,2021-07-26,DE,259585.8431569356
97,2021-07-27,DE,289291.39745526464
98,2021-07-28,DE,338145.411203579
99,2021-07-29,DE,277330.05791276006
100,2021-07-30,DE,620392.018389332
101,2021-07-31,DE,527753.8294968912
102,2021-08-01,DE,280297.7891078258
103,2021-08-02,DE,350598.5265022821
104,2021-08-03,DE,360723.702083355
105,2021-08-04,DE,328793.0417427294
106,2021-08-05,DE,569989.5731870063
107,2021-08-06,DE,462698.27945411013
108,2021-08-07,DE,432604.6981702643
109,2021-08-08,DE,218582.45035247703
110,2021-08-09,DE,402664.34882372513
111,2021-08-10,DE,493266.38514333084
112,2021-08-11,DE,493178.87916150544
113,2021-08-12,DE,409840.69123290124
114,2021-08-13,DE,472125.5959692572
115,2021-08-14,DE,703389.8421601799
116,2021-08-15,DE,494260.2902803468
